id	gene_symbol	complex
P23352	KALM	Kal1-Fgfr1 complex
P23396	RS3	Ribosome, cytoplasmic
P23458	JAK1	LMO4-gp130 complex
P23467	PTPRB	P2X7 receptor signalling complex
P23508	CRCM	TNF-alpha/NF-kappa B signaling complex 5
P23511	NFYA	p32-CBF-DNA complex
P23511	NFYA	CBF-DNA complex
P23528	COF1	Cofilin-actin-CAP1 complex
P23763	VAMP1	SNARE complex (STX4, VAMP1, VAMP7)
P23763	VAMP1	SNARE complex (STX4, SNAP23, VAMP1)
P24385	CCND1	Cell cycle kinase complex CDK2
P24385	CCND1	Cell cycle kinase complex CDK5
P24385	CCND1	Cell cycle kinase complex CDK4
P24385	CCND1	CCND1-CDK4 complex
P24385	CCND1	CCND1-CDK6 complex
P24385	CCND1	Cell cycle kinase complex CDC2
P24522	GA45A	CDC2-PCNA-CCNB1-GADD45A complex
P24588	AKAP5	Kinase-scaffold-phosphatase complex, PKA-AKAP79-CaN
P24588	AKAP5	BKCA-beta2AR-AKAP79 signaling complex
P24588	AKAP5	beta(1)-AR receptosome (ADRB1-SAP97-AKAP79-PRKAR2A)
P24588	AKAP5	PRKAC-AKAP5-ADRB1 complex
P24863	CCNC	RNA polymerase II complex, incomplete (CDK8 complex), chromatin structure modifying
P24863	CCNC	RNA polymerase II complex, chromatin structure modifying
P24863	CCNC	CDK8-CyclinC-Mediator complex
P24863	CCNC	RNA polymerase II complex, chromatin structure modifying
P24863	CCNC	RNA polymerase II complex, chromatin structure modifying
P24863	CCNC	NAT complex
P24863	CCNC	ARC-L complex
P24864	CCNE1	CDK2-CCNE1 complex
P24864	CCNE1	p27-cyclinE-CDK2 complex
P24864	CCNE1	p27-cyclinE-Cdk2 - Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1) complex
P24864	CCNE1	E2F4-p107-cyclinE complex
P24928	RPB1	RNA polymerase II (RNAPII)
P24928	RPB1	BRCA1-BARD1-POLR2A complex
P24928	RPB1	HES1 promoter-Notch enhancer complex
P24928	RPB1	Integrator-RNAPII complex
P24928	RPB1	RNA pol II containing coactivator complex Tat-SF
P24928	RPB1	POLR2A-CCNT1-CDK9-NCL-LEM6-CPSF2 complex
P24928	RPB1	SMN-PolII-RHA complex
P24928	RPB1	Actin-ribonucleoprotein complex (POLR2A, GTF2F1, HNRNPU)
P24928	RPB1	RNA polymerase II core complex
P24928	RPB1	Pre-initiation complex (PIC)
P24928	RPB1	BRCA1-core RNA polymerase II complex
P24928	RPB1	RNA polymerase II complex, chromatin structure modifying
P24928	RPB1	HES1 promoter corepressor complex
P24928	RPB1	RNA polymerase II holoenzyme complex
P24928	RPB1	BRCA1-RNA polymerase II complex
P24928	RPB1	RNA polymerase II complex, chromatin structure modifying
P24941	CDK2	CDK2-CCNA2 complex
P24941	CDK2	CDK2-CCNE1 complex
P24941	CDK2	CDC2-CCNA2-CDK2 complex
P24941	CDK2	p27-cyclinE-Cdk2 - Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1) complex
P24941	CDK2	Cell cycle kinase complex CDK2
P24941	CDK2	p27-cyclinE-CDK2 complex
P24941	CDK2	RC complex during S-phase of cell cycle
P24941	CDK2	ADAR1-CDK2 complex
P24941	CDK2	RC complex (Replication competent complex)
P25054	APC	APC-IQGAP1 complex
P25054	APC	SCRIB-APC complex
P25054	APC	AXIN-APC-betaCatenin-GSK3B complex
P25054	APC	APC-IQGAP1-CLIP-170 complex
P25054	APC	60S APC containing complex
P25054	APC	APC-IQGAP1-Cdc42 complex
P25054	APC	APC-IQGAP1-Rac1 complex
P25105	PTAFR	JAK2-PAFR-TYK2 complex
P25205	MCM3	MCM complex
P25208	NFYB	CBF-DNA complex
P25208	NFYB	p32-CBF-DNA complex
P25398	RS12	Ribosome, cytoplasmic
P25445	TNR6	Death induced signaling complex DISC (FAS, FADD, CASP8, CFLAR), membrane-associated, CD95L induced
P25445	TNR6	FAS-FADD-CASP10 complex
P25445	TNR6	FAS-FADD-CASP8-CASP10 complex
P25445	TNR6	Death-inducing signaling complex DISC (type I cells associated), stimulated
P25490	TYY1	YY1-MDM2-p53 complex
P25490	TYY1	Polycomb repressive complex 1 (PRC1, hPRC-H)
P25490	TYY1	YY1-Notch1-RBP-Jkappa complex
P25490	TYY1	hs4 enhancer complex (faster migrating complex)
P25490	TYY1	YY1-Notch1 complex
P25490	TYY1	hs4 enhancer complex (slow migrating complex)
P25490	TYY1	EED-EZH-YY1 polycomb complex
P25786	PSA1	Ubiquilin-proteasome complex
P25786	PSA1	PA28gamma-20S proteasome
P25786	PSA1	20S proteasome
P25786	PSA1	PA28-20S proteasome
P25786	PSA1	26S proteasome
P25787	PSA2	Ubiquilin-proteasome complex
P25787	PSA2	26S proteasome
P25787	PSA2	20S proteasome
P25787	PSA2	PA28gamma-20S proteasome
P25787	PSA2	PA28-20S proteasome
P25788	PSA3	PA28-20S proteasome
P25788	PSA3	PA28gamma-20S proteasome
P25788	PSA3	26S proteasome
P25788	PSA3	20S proteasome
P25789	PSA4	PA28-20S proteasome
P25789	PSA4	26S proteasome
P25789	PSA4	20S proteasome
P25789	PSA4	PA28gamma-20S proteasome
P25791	RBTN2	Rb-tal-1-E2A-Lmo2-Ldb1 complex
P25963	IKBA	CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex
P25963	IKBA	I(kappa)B(alpha)-NF(kappa)Bp50-NF(kappa)Bp65 complex
P25963	IKBA	TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)
P25963	IKBA	Ubiquitin E3 ligase (NFKBIA, FBXW11, BTRC, CUL1, SKP1A)
P25963	IKBA	TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)
P25963	IKBA	IKB(alpha)-RELA-cREL complex
P25963	IKBA	MURR1-NF(kappa)Bp65-IKBA complex
P26006	ITA3	ITGA3-ITGB1 complex
P26012	ITB8	ITGAV-ITGB8-MMP14-TGFB1 complex
P26196	DDX6	Decapping complex
P26358	DNMT1	DNMT1-G9a-PCNA complex
P26358	DNMT1	DNMT1-G9a complex
P26358	DNMT1	pRb2/p130-multimolecular complex (DNMT1, E2F4, SuV39H1, HDAC1, RBL2)
P26358	DNMT1	TIP5-DNMT-HDAC1 complex
P26367	PAX6	PAX6-SOX2 DNA-protein complex
P26368	U2AF2	CF IIAm complex (Cleavage factor IIAm complex)
P26368	U2AF2	17S U2 snRNP
P26373	RL13	Ribosome, cytoplasmic
P26373	RL13	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)
P26441	CNTF	CNTF-CNTFR-gp130-LIFR complex
P26583	HMGB2	HMGB1-HMGB2-HSC70-ERP60-GAPDH complex
P26599	PTBP1	CF IIAm complex (Cleavage factor IIAm complex)
P26718	NKG2D	ULBP1-KLRK1-HCST complex
P26992	CNTFR	CNTF-CNTFR-gp130-LIFR complex
P27348	1433T	BRAF-RAF1-14-3-3 complex
P27348	1433T	Kinase maturation complex 1
P27348	1433T	Emerin complex 52
P27348	1433T	YWHAQ-CALM1-CABIN1 complex
P27361	MK03	HDAC4-ERK1 complex
P27540	ARNT	ARNT-HIF1A complex
P27540	ARNT	NEMO-HIF2(alpha)-ARNT complex
P27635	RL10	Ribosome, cytoplasmic
P27694	RFA1	KIN17-PCNA-RPA70 complex
P27694	RFA1	PCNA complex
P27694	RFA1	DNA synthesome complex (17 subunits)
P27694	RFA1	RC complex during S-phase of cell cycle
P27694	RFA1	FA complex (Fanconi anemia complex)
P27694	RFA1	RC complex during G2/M-phase of cell cycle
P27695	APEX1	VEGF transcriptional complex
P27797	CALR	H2AX complex II
P27797	CALR	Calreticulin oligomer complex
P27797	CALR	H2AX complex, isolated from cells without IR exposure
P27797	CALR	H2AX complex I
P27986	P85A	Notch1-p56lck-PI3K complex
P27986	P85A	CD19-Vav-PI 3-kinase (p85 subunit) complex
P27986	P85A	Sam68-p85 P13K-IRS-1-IR signaling complex
P27986	P85A	LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated
P27986	P85A	p130Cas-ER-alpha-cSrc-kinase- PI3-kinase p85-subunit complex
P27986	P85A	LAT-PLC-gamma-1-p85-GRB2-SOS signaling complex, C305 activated
P27986	P85A	Phosphatidylinositol 3-kinase (PIK3CA, PIK3R1)
P28066	PSA5	20S proteasome
P28066	PSA5	PA28gamma-20S proteasome
P28066	PSA5	PA28-20S proteasome
P28066	PSA5	26S proteasome
P28070	PSB4	PA28-20S proteasome
P28070	PSB4	SMAD1-OAZ-HsN3 complex
P28070	PSB4	20S proteasome
P28070	PSB4	26S proteasome
P28070	PSB4	PA28gamma-20S proteasome
P28072	PSB6	PA28-20S proteasome
P28072	PSB6	20S proteasome
P28072	PSB6	26S proteasome
P28072	PSB6	PA28gamma-20S proteasome
P28074	PSB5	26S proteasome
P28074	PSB5	20S proteasome
P28074	PSB5	PA28gamma-20S proteasome
P28074	PSB5	PA28-20S proteasome
P28221	5HT1D	HTR1A-HTR1D complex
P28221	5HT1D	HTR1D-HTR1B complex
P28221	5HT1D	HTR1D  homodimer complex
P28221	5HT1D	EDG1-HTR1D complex
P28222	5HT1B	HTR1D-HTR1B complex
P28222	5HT1B	HTR1A-HTR1B complex
P28222	5HT1B	HTR1B homodimer complex
P28340	DPOD1	RC complex during S-phase of cell cycle
P28340	DPOD1	PCNA-DNA polymerase delta complex
P28340	DPOD1	RC complex during G2/M-phase of cell cycle
P28340	DPOD1	DNA synthesome complex (17 subunits)
P28360	MSX1	PAX9-MSX1 complex
P28370	SMCA1	CERF complex (CECR2-containing remodeling factor complex)
P28370	SMCA1	hNURF complex
P28370	SMCA1	SNF2L-RSF1 complex
P28482	MK01	HDAC4-ERK2 complex
P28482	MK01	p14-Mp1-ERK2 complex
P28676	GRAN	Grancalcin-sorcin complex
P28702	RXRB	THRB-RXRB complex
P28749	RBL1	Emerin regulatory complex
P28749	RBL1	E2F4-p107-cyclinE complex
P28749	RBL1	SMAD3/4-E2F4/5-p107-DP1 complex
P28749	RBL1	LINC complex, S-phase
P28749	RBL1	E2F1-p107-cyclinA complex
P28749	RBL1	Emerin complex 32
P28749	RBL1	SMAD3-E2F4/5-p107-DP1 complex
P29083	T2EA	TFIIE complex
P29083	T2EA	RNA polymerase II complex, chromatin structure modifying
P29083	T2EA	RNA polymerase II holoenzyme complex
P29083	T2EA	BRCA1-RNA polymerase II complex
P29084	T2EB	RNA polymerase II holoenzyme complex
P29084	T2EB	TFIIE complex
P29084	T2EB	BRCA1-RNA polymerase II complex
P29279	CTGF	CTGF/Hcs24-actin complex
P29317	EPHA2	TIAM1-EFNB1-EPHA2 complex
P29353	SHC1	SHC-GRB2 complex
P29353	SHC1	SLP-76-Cbl-Grb2-Shc complex, Fc receptor gamma-R1 stimulated
P29353	SHC1	ERBB2-MEMO-SHC complex
P29353	SHC1	ITGA6-ITGB4-SHC1-GRB2 complex
P29374	ARI4A	ING2 complex
P29460	IL12B	IL-12 subunit p40 homodimer complex
P29474	NOS3	UTM-SGCE-DAG1-CAV1-NOS3 complex
P29474	NOS3	NOS3-CAV1-NOSTRIN complex
P29475	NOS1	N-NOS-CHIP-HSP70-1 complex
P29590	PML	ZNF198-PML complex
P29590	PML	PML-SMAD2/3-SARA complex
P29597	TYK2	JAK2-PAFR-TYK2 complex
P29992	GNA11	TRP1-G alpha-11-IP3R3-CAV1 signaling complex
P30050	RL12	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)
P30050	RL12	Ribosome, cytoplasmic
P30101	PDIA3	HMGB1-HMGB2-HSC70-ERP60-GAPDH complex
P30153	2AAA	RAF1-PPP2-PIN1 complex
P30153	2AAA	PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex
P30153	2AAA	RFC2-RIalpha complex
P30153	2AAA	RFC2-RIalpha complex
P30154	2AAB	PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex
P30260	CDC27	Cell division cycle complex (CDC27, CDC16, ANAPC7)
P30279	CCND2	p34(SEI-1)-CDK4-CyclinD2 complex
P30279	CCND2	CCND2-CDK6 complex
P30279	CCND2	CCND2-CDK4 complex
P30281	CCND3	Cell cycle kinase complex CDK5
P30281	CCND3	CyclinD3-CDK4-CDK6-p21 complex
P30281	CCND3	CCND3-CDK6 complex
P30281	CCND3	CCND3-CDK4 complex
P30281	CCND3	CyclinD3-CDK4-CDK6 complex
P30291	WEE1	SCF subcomplex (WEE1, SKP2, BTRC)
P30622	CLIP1	APC-IQGAP1-CLIP-170 complex
P30626	SORCN	Grancalcin-sorcin complex
P30626	SORCN	SRI homodimer complex
P30876	RPB2	FCP1-associated protein complex
P30876	RPB2	Integrator-RNAPII complex
P30876	RPB2	RNA polymerase II (RNAPII)
P30876	RPB2	RNA polymerase II holoenzyme complex
P30876	RPB2	RNA polymerase II core complex
P30876	RPB2	BRCA1-core RNA polymerase II complex
P30876	RPB2	BRCA1-RNA polymerase II complex
P30876	RPB2	RPAP1-RPB2-RPB3 complex
P31040	SDHA	Frataxin complex
P31269	HXA9	SMAD6-HOXA9 complex
P31273	HXC8	SMAD6-HOXC8 complex
P31323	KAP3	AMY-1-S-AKAP84-RII-beta complex
P31749	AKT1	AR-AKT-APPL complex
P31749	AKT1	TCL1(trimer)-AKT1 complex
P31751	AKT2	POSH-AKT2 complex
P31751	AKT2	TCL1(trimer)-AKT2 complex
P31943	HNRH1	Large Drosha complex
P31943	HNRH1	DGCR8 multiprotein complex
P31943	HNRH1	C complex spliceosome
P31946	1433B	Kinase maturation complex 1
P31946	1433B	Emerin complex 25
P31946	1433B	BRAF-RAF1-14-3-3 complex
P32121	ARRB2	MKK4-ARRB2-ASK1 complex
P32121	ARRB2	MKK4-ARRB2-JNK3 complex
P32780	TF2H1	TFIIH transcription factor complex
P32780	TF2H1	RNA polymerase II complex, chromatin structure modifying
P32780	TF2H1	TFIIH transcription factor complex (ERCC2, ERCC3, GTF2H1, CDK7, CCNH, GTF2H2)
P32780	TF2H1	TFIIH transcription factor core complex
P32780	TF2H1	RNA polymerase II holoenzyme complex
P32780	TF2H1	BRCA1-RNA polymerase II complex
P32856	STX2	SNARE complex (STX2, SNAP23)
P32969	RL9	Ribosome, cytoplasmic
P33151	CADH5	PAR-6-VE-cadherin complex, endothelial
P33151	CADH5	PAR-6-PAR-3-VE-cadherin complex, endothelial
P33151	CADH5	ZO1-(beta)cadherin-(VE)cadherin-VEGFR2 complex
P33240	CSTF2	BARD1-BRCA1-CSTF complex
P33240	CSTF2	Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)
P33240	CSTF2	Cleavage stimulation factor
P33240	CSTF2	BARD1-BRCA1-CSTF64 complex
P33402	GCYA2	Guanylyl cyclase, soluble (GUCY1A2, GUCY1B3)
P33778	H2B1B	H2AX complex II
P33991	MCM4	MCM complex
P33991	MCM4	Emerin complex 24
P33992	MCM5	MCM complex
P33993	MCM7	MCM complex
P34059	GALNS	GALNS-lysosomal hydrolase 1.27 MDa complex
P34932	HSP74	MLL1-WDR5 complex
P34932	HSP74	Kinase maturation complex 1
P35221	CTNA1	Cell-cell junction complex (ARHGAP10-CTNNA1)
P35221	CTNA1	Catenin (alpha) - catenin (beta) complex
P35222	CTNB1	Catulin (alpha) - catenin (beta) complex
P35222	CTNB1	TCF4-CTNNB1-CREBBP complex
P35222	CTNB1	Catenin (alpha) - catenin (beta) complex
P35222	CTNB1	ZO1-(beta)cadherin-(VE)cadherin-VEGFR2 complex
P35222	CTNB1	Polycystin-1-E-cadherin-beta-catenin complex
P35222	CTNB1	Cell-cell junction complex (CDH1-CTNNB1)
P35222	CTNB1	Bipartite complex (TFC4, CTNNB1)
P35222	CTNB1	Polycystin-1-E-cadherin-beta-catenin-Flotillin-2 complex
P35222	CTNB1	AXIN-APC-betaCatenin-GSK3B complex
P35222	CTNB1	TCF4-CTNNB1-EP300 complex
P35222	CTNB1	TCF4-CTNNB1 complex
P35222	CTNB1	TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex
P35222	CTNB1	Polycystin-1 multiprotein complex (ACTN1, CDH1, SRC, JUP, VCL, CTNNB1, PXN, BCAR1, PKD1, PTK2, TLN1)
P35222	CTNB1	Axin-PP2A A-PP2A C-GSK3-beta-beta-catenin complex
P35226	BMI1	BMI1-HPH1-HPH2 complex
P35226	BMI1	Polycomb repressive complex 1 (PRC1, hPRC-H)
P35226	BMI1	Ubiquitin E3 ligase (BMI1, SPOP, CUL3)
P35244	RFA3	RC complex during S-phase of cell cycle
P35244	RFA3	RC complex during G2/M-phase of cell cycle
P35249	RFC4	PCNA-CHL12-RFC2-5 complex
P35249	RFC4	RAD17-RFC complex
P35249	RFC4	BRD4-RFC complex
P35249	RFC4	CTF18-cohesion-RFC-POLH complex
P35249	RFC4	RFC2-RIalpha complex
P35249	RFC4	RAD17-RFC-9-1-1 checkpoint supercomplex
P35249	RFC4	RC complex (Replication competent complex)
P35249	RFC4	BASC complex (BRCA1-associated genome surveillance complex)
P35250	RFC2	PCNA-CHL12-RFC2-5 complex
P35250	RFC2	RC complex during S-phase of cell cycle
P35250	RFC2	CTF18-cohesion-RFC-POLH complex
P35250	RFC2	BRD4-RFC complex
P35250	RFC2	RC complex during G2/M-phase of cell cycle
P35250	RFC2	RC complex (Replication competent complex)
P35250	RFC2	RAD17-RFC complex
P35250	RFC2	RFC2-RIalpha complex
P35250	RFC2	RAD17-RFC-9-1-1 checkpoint supercomplex
P35250	RFC2	BASC complex (BRCA1-associated genome surveillance complex)
P35251	RFC1	RC complex during G2/M-phase of cell cycle
P35251	RFC1	DNA synthesome complex (17 subunits)
P35251	RFC1	BRD4-RFC complex
P35251	RFC1	RC complex during S-phase of cell cycle
P35251	RFC1	BASC complex (BRCA1-associated genome surveillance complex)
P35251	RFC1	RC complex (Replication competent complex)
P35268	RL22	Ribosome, cytoplasmic
P35269	T2FA	RNA polymerase II complex, incomplete (CDK8 complex), chromatin structure modifying
P35269	T2FA	Actin-ribonucleoprotein complex (POLR2A, GTF2F1, HNRNPU)
P35269	T2FA	RNA polymerase II holoenzyme complex
P35269	T2FA	BRCA1-RNA polymerase II complex
P35269	T2FA	RNA polymerase II (RNAPII)
P35269	T2FA	RNA polymerase II complex, chromatin structure modifying
P35269	T2FA	TFIIF complex (transcription factor IIF)
P35269	T2FA	FCP1-associated protein complex
P35269	T2FA	RNA polymerase II complex, chromatin structure modifying
P35568	IRS1	Sam68-p85 P13K-IRS-1-IR signaling complex
P35579	MYH9	WIP-WASp-actin-myosin-IIa complex
P35579	MYH9	Emerin complex 1
P35606	COPB2	CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex
P35613	BASI	CD147-gamma-secretase complex (APH-1a, PS-1, PEN-2, NCT variant)
P35637	FUS	DGCR8 multiprotein complex
P35637	FUS	Large Drosha complex
P35638	DDIT3	TRIB3-DDIT3 complex
P35658	NU214	Nuclear pore complex
P35858	ALS	IGF1-IGFBP3-ALS complex
P35916	VGFR3	NRP2-VEGFR3 complex
P35968	VGFR2	VEGFA(165)-KDR-NRP1 complex
P35968	VGFR2	ZO1-(beta)cadherin-(VE)cadherin-VEGFR2 complex
P35998	PRS7	26S proteasome
P36406	TRI23	ARD1-NATH complex
P36507	MP2K2	BRAF-MAP2K1-MAP2K2-YWHAE complex
P36578	RL4	Ribosome, cytoplasmic
P36578	RL4	TNF-alpha/NF-kappa B signaling complex 6
P36894	BMR1A	BMP2-BRIA complex
P36897	TGFR1	TGF-beta receptor-SMAD3 complex
P36897	TGFR1	TGF-beta receptor II-TGF-beta receptor I-TGF-beta3 complex
P36897	TGFR1	SMAD7-SMURF1-TGF-beta receptor complex
P36897	TGFR1	TGF-beta-receptor-SMAD7-SMURF2 complex
P36897	TGFR1	TGF-beta receptor I-Axin-SMAD3 complex
P36897	TGFR1	TGF-beta receptor I-SMAD7-SMURF1 complex
P36897	TGFR1	TGF-beta receptor II-TGF-beta receptor I-TGF-beta1 complex
P36897	TGFR1	TGF-beta-receptor-PAR6 complex
P36941	TNR3	Lymphotoxin beta receptor complex
P36941	TNR3	Homodimeric complex LTBR
P36954	RPB9	RNA polymerase II (RNAPII)
P36954	RPB9	BRCA1-core RNA polymerase II complex
P36954	RPB9	BRCA1-RNA polymerase II complex
P36954	RPB9	RNA polymerase II core complex
P36954	RPB9	RNA polymerase II holoenzyme complex
P37173	TGFR2	TGF-beta receptor II-TGF-beta receptor I-TGF-beta3 complex
P37173	TGFR2	TGF-beta-receptor-SMAD7-SMURF2 complex
P37173	TGFR2	SMAD7-SMURF1-TGF-beta receptor complex
P37173	TGFR2	TGF-beta-receptor type II homodimer complex
P37173	TGFR2	TGF-beta receptor II-TGF-beta receptor I-TGF-beta1 complex
P37173	TGFR2	TGF-beta receptor-SMAD3 complex
P37173	TGFR2	TGF-beta receptor II-TGF-beta3 complex
P37173	TGFR2	TGF-beta-receptor-PAR6 complex
P37275	ZEB1	CtBP complex
P37287	PIGA	GPI-GnT activity complex
P37840	SYUA	DJ-1-SNCA complex, high molecular weight complex
P38159	RBMX	CDC5L complex
P38159	RBMX	C complex spliceosome
P38398	BRCA1	SWI-SNF chromatin remodeling-related-BRCA1 complex
P38398	BRCA1	BRCA1-CTIP-ZBRK1 repressor complex
P38398	BRCA1	BRCA1-cABL complex
P38398	BRCA1	BRCA1-BARD1-BACH1-DNA damage complex II
P38398	BRCA1	BRCA1-HDAC1-HDAC2 complex
P38398	BRCA1	BRCA1-BARD1-BACH1-DNA damage complex I
P38398	BRCA1	RAD50-BRCA1 complex
P38398	BRCA1	BRCA1-SMAD3 complex
P38398	BRCA1	BRCC complex
P38398	BRCA1	BRCA1-LMO4-CTIP complex
P38398	BRCA1	BRCA1-BARD1-POLR2A complex
P38398	BRCA1	BRCA1 B complex
P38398	BRCA1	BRCA1-BACH1 complex
P38398	BRCA1	LMO4-BRCA1-CTIP-LDB1 complex
P38398	BRCA1	BASC complex (BRCA1-associated genome surveillance complex)
P38398	BRCA1	BARD1-BRCA1-CSTF complex
P38398	BRCA1	BRCA1-BARD1-UbcH7c complex
P38398	BRCA1	BRCA1-BARD1-BRCA2-DNA damage complex III
P38398	BRCA1	BARD1-BRCA1-CSTF64 complex
P38398	BRCA1	BRCA1-RAD51 complex
P38398	BRCA1	BRCA1-core RNA polymerase II complex
P38398	BRCA1	BRCA1-VCP complex
P38398	BRCA1	BRCA1 C complex
P38398	BRCA1	BRCA1 A complex
P38398	BRCA1	BRCA1-CtIP-CtBP complex
P38398	BRCA1	BRCA1-RNA polymerase II complex
P38398	BRCA1	BRCA1-BARD1-UbcH5c complex
P38432	COIL	TIM50a-coilin complex
P38646	GRP75	Frataxin complex
P38919	IF4A3	C complex spliceosome
P38936	CDN1A	Cell cycle kinase complex CDK5
P38936	CDN1A	Cell cycle kinase complex CDK2
P38936	CDN1A	PCNA-p21 complex
P38936	CDN1A	Cell cycle kinase complex CDK4
P38936	CDN1A	PCNA complex
P38936	CDN1A	Cell cycle kinase complex CDC2
P38936	CDN1A	CyclinD3-CDK4-CDK6-p21 complex
P38936	CDN1A	HSP90-CIP1-FKBPL complex
P39019	RS19	Ribosome, cytoplasmic
P39023	RL3	Ribosome, cytoplasmic
P39748	FEN1	FEN1-9-1-1 complex
P40189	IL6RB	Heterodimer complex (CDK9, IL6ST)
P40189	IL6RB	LIFR-LIF-gp130 complex
P40189	IL6RB	LMO4-gp130 complex
P40189	IL6RB	CNTF-CNTFR-gp130-LIFR complex
P40222	TXLNA	TNF-alpha/NF-kappa B signaling complex 10
P40337	VHL	VHL-VDU1-TCEB1-TCEB2 complex
P40337	VHL	VHL-TBP1-HIF1A complex
P40337	VHL	VHL-TCEB1-TCEB2 complex
P40337	VHL	Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2)
P40425	PBX2	Hoxa9-PBX2-Meis1 complex
P40429	RL13A	GAIT complex
P40429	RL13A	Ribosome, cytoplasmic
P40692	MLH1	PCNA-MLH1-PMS1 complex
P40692	MLH1	BASC complex (BRCA1-associated genome surveillance complex)
P40692	MLH1	EXO1-MLH1-PCNA complex
P40692	MLH1	EXO1-MLH1-PMS2 complex
P40692	MLH1	BRCA1-BARD1-BACH1-DNA damage complex I
P40763	STAT3	VEGF transcriptional complex
P40763	STAT3	p300-SMAD1-STAT3 complex
P40937	RFC5	CTF18-cohesion-RFC-POLH complex
P40937	RFC5	BRD4-RFC complex
P40937	RFC5	RC complex (Replication competent complex)
P40937	RFC5	RAD17-RFC complex
P40937	RFC5	RAD17-RFC-9-1-1 checkpoint supercomplex
P40937	RFC5	PCNA-CHL12-RFC2-5 complex
P40938	RFC3	RAD17-RFC-9-1-1 checkpoint supercomplex
P40938	RFC3	PCNA-CHL12-RFC2-5 complex
P40938	RFC3	CTF18-CTF8-DCC1-RFC3 complex
P40938	RFC3	RAD17-RFC complex
P40938	RFC3	BRD4-RFC complex
P40938	RFC3	RC complex (Replication competent complex)
P40938	RFC3	CTF18-cohesion-RFC-POLH complex
P41002	CCNF	CDC2-CCNB1-CCNF complex
P41091	IF2G	DNA-PK-Ku-eIF2-NF90-NF45 complex
P41182	BCL6	BCL6-HDAC7 complex
P41182	BCL6	Mi-2/NuRD-MTA2 complex
P41182	BCL6	BCL6-HDAC5 complex
P41182	BCL6	Mi2/NuRD-BCL6-MTA3 complex
P41182	BCL6	BCL6-HDAC4 complex
P41231	P2RY2	ITGAV-P2RY2-GNA12 complex
P41235	HNF4A	HNF4A-SUB1 complex
P41279	M3K8	ABIN2-NFKB1-MAP3K8 complex
P41279	M3K8	REL-MAP3K8-RELA-TNIP2-PAPOLA complex
P41279	M3K8	TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)
P41743	KPCI	LLGL1-PAR-6B-PRKCI complex
P41743	KPCI	RICH1-PAR3-aPKC polarity complex
P41743	KPCI	KIF3A/B-PAR-3-aPKC-PAR-6 complex
P41743	KPCI	LLGL2-PAR-6B-PRKCI complex
P41970	ELK3	ELK1-SRF-ELK3 complex
P42224	STAT1	Stat1-alpha-dimer-CBP DNA-protein complex
P42224	STAT1	Interferon-stimulated gene factor 3 transcription complex ISGF3
P42226	STAT6	STAT6-p100-RHA complex
P42262	GRIA2	2AR-mGluR2 complex
P42285	SK2L2	C complex spliceosome
P42336	PK3CA	Phosphatidylinositol 3-kinase (PIK3CA, PIK3R1)
P42345	MTOR	RICTOR-mTOR complex
P42345	MTOR	mTORC2 complex (mTOR/FRAP1, LST8, mAVO3/RICTOR)
P42345	MTOR	mTORC2 complex (mTOR/FRAP1, LST8, mAVO3/RICTOR, SIN1)
P42345	MTOR	mTOR-RAPTOR complex
P42345	MTOR	mTOR-signaling complex (mTOR/FRAP1, RAPTOR)
P42356	PI4KA	P2X7 receptor signalling complex
P42566	EPS15	Eps15-stonin2 complex
P42575	CASP2	PIDDsome complex
P42677	RS27	Ribosome, cytoplasmic
P42695	CNDD3	Condensin II
P42702	LIFR	CNTF-CNTFR-gp130-LIFR complex
P42702	LIFR	LIFR-LIF-gp130 complex
