id	gene_symbol	complex
Q13424	SNTA1	Syntrophin complex
O60941	DTNB	Syntrophin complex
P46939	UTRO	Syntrophin complex
Q13425	SNTB2	Syntrophin complex
Q86X95	CIR1	CBF1-SMRT-SKIP corepressor complex
Q13573	SNW1	CBF1-SMRT-SKIP corepressor complex
Q13547	HDAC1	CBF1-SMRT-SKIP corepressor complex
Q9Y618	NCOR2	CBF1-SMRT-SKIP corepressor complex
P08151	GLI1	GLI1-STK36-SUFU complex
Q9UMX1	SUFU	GLI1-STK36-SUFU complex
Q9NRP7	STK36	GLI1-STK36-SUFU complex
O14978	ZN263	GLI1-STK36-SUFU complex
P62324	BTG1	Ccr4-Not complex
Q9H9A5	CNO10	Ccr4-Not complex
Q9UFF9	CNOT8	Ccr4-Not complex
O75175	CNOT3	Ccr4-Not complex
Q9NZN8	CNOT2	Ccr4-Not complex
Q96LI5	CNO6L	Ccr4-Not complex
P78543	BTG2	Ccr4-Not complex
O95628	CNOT4	Ccr4-Not complex
Q04637	IF4G1	Another form of translation initiation factor 4F (eIF4F)
P61326	MGN	Another form of translation initiation factor 4F (eIF4F)
Q9Y5S9	RBM8A	Another form of translation initiation factor 4F (eIF4F)
Q96A72	MGN2	Another form of translation initiation factor 4F (eIF4F)
P06730	IF4E	Another form of translation initiation factor 4F (eIF4F)
O15234	CASC3	Another form of translation initiation factor 4F (eIF4F)
P60842	IF4A1	Another form of translation initiation factor 4F (eIF4F)
P38919	IF4A3	Another form of translation initiation factor 4F (eIF4F)
Q14240	IF4A2	Another form of translation initiation factor 4F (eIF4F)
Q9BZI7	REN3B	Another form of translation initiation factor 4F (eIF4F)
Q8TAE8	G45IP	CRIF1 - Gadd45 family proteins
O75293	GA45B	CRIF1 - Gadd45 family proteins
Q9Y6R4	M3K4	CRIF1 - Gadd45 family proteins
P24522	GA45A	CRIF1 - Gadd45 family proteins
O95257	GA45G	CRIF1 - Gadd45 family proteins
P52564	MP2K6	CRIF1 - Gadd45 family proteins
P06493	CDK1	CRIF1 - Gadd45 family proteins
P78314	3BP2	ITK - SH3BP2 complex
O43561	LAT	ITK - SH3BP2 complex
Q08881	ITK	ITK - SH3BP2 complex
Q9UJU6	DBNL	ITK - SH3BP2 complex
P19174	PLCG1	ITK - SH3BP2 complex
Q86VN1	VPS36	ESCRT-II complex
Q96H20	SNF8	ESCRT-II complex
O14964	HGS	ESCRT-II complex
Q9BRG1	VPS25	ESCRT-II complex
Q96FZ7	CHMP6	ESCRT-II complex
Q99816	TS101	ESCRT-II complex
P31785	IL2RG	Interleukin 2 receptor (IL2R) complex
P14784	IL2RB	Interleukin 2 receptor (IL2R) complex
P60568	IL2	Interleukin 2 receptor (IL2R) complex
P01589	IL2RA	Interleukin 2 receptor (IL2R) complex
P40933	IL15	Interleukin 2 receptor (IL2R) complex
Q14919	NC2A	DNA polymerase epsilon complex
P56282	DPOE2	DNA polymerase epsilon complex
Q07864	DPOE1	DNA polymerase epsilon complex
Q01658	NC2B	DNA polymerase epsilon complex
Q9NRF9	DPOE3	DNA polymerase epsilon complex
Q9NR33	DPOE4	DNA polymerase epsilon complex
Q15573	TAF1A	POLR1B-RRN3-SET-TAF1A-TAF1C-TBP containing complex
Q01105	SET	POLR1B-RRN3-SET-TAF1A-TAF1C-TBP containing complex
Q9H9Y6	RPA2	POLR1B-RRN3-SET-TAF1A-TAF1C-TBP containing complex
Q9NYV6	RRN3	POLR1B-RRN3-SET-TAF1A-TAF1C-TBP containing complex
Q15572	TAF1C	POLR1B-RRN3-SET-TAF1A-TAF1C-TBP containing complex
P20226	TBP	POLR1B-RRN3-SET-TAF1A-TAF1C-TBP containing complex
Q53T94	TAF1B	POLR1B-RRN3-SET-TAF1A-TAF1C-TBP containing complex
P49639	HXA1	CATSPER1-CHIC2-HOXA1-KRTAP4-12-MDFI-OTX1-TRIP6 complex
Q9BQ66	KR412	CATSPER1-CHIC2-HOXA1-KRTAP4-12-MDFI-OTX1-TRIP6 complex
P32242	OTX1	CATSPER1-CHIC2-HOXA1-KRTAP4-12-MDFI-OTX1-TRIP6 complex
Q15654	TRIP6	CATSPER1-CHIC2-HOXA1-KRTAP4-12-MDFI-OTX1-TRIP6 complex
Q8NEC5	CTSR1	CATSPER1-CHIC2-HOXA1-KRTAP4-12-MDFI-OTX1-TRIP6 complex
Q99750	MDFI	CATSPER1-CHIC2-HOXA1-KRTAP4-12-MDFI-OTX1-TRIP6 complex
Q9UKJ5	CHIC2	CATSPER1-CHIC2-HOXA1-KRTAP4-12-MDFI-OTX1-TRIP6 complex
Q13571	LAPM5	TNF RNF11 complex
Q9Y3C5	RNF11	TNF RNF11 complex
P21580	TNAP3	TNF RNF11 complex
Q86VP1	TAXB1	TNF RNF11 complex
Q15025	TNIP1	TNF RNF11 complex
Q9UIQ6	LCAP	DST-LNPEP-PRKD2-SMAD9 containing complex
Q9BZL6	KPCD2	DST-LNPEP-PRKD2-SMAD9 containing complex
Q14994	NR1I3	Fibrinogen
P02675	FIBB	Fibrinogen
P02679	FIBG	Fibrinogen
P30457	1A66	MHC class I peptide-loading complex
P30455	1A36	MHC class I peptide-loading complex
P30450	1A26	MHC class I peptide-loading complex
P30456	1A43	MHC class I peptide-loading complex
P30453	1A34	MHC class I peptide-loading complex
P17693	HLAG	MHC class I peptide-loading complex
P30443	1A01	MHC class I peptide-loading complex
Q29963	1C06	MHC class I peptide-loading complex
Q6DU44	Q6DU44	MHC class I peptide-loading complex
P04222	1C03	MHC class I peptide-loading complex
P30504	1C04	MHC class I peptide-loading complex
P01891	1A68	MHC class I peptide-loading complex
Q03519	TAP2	MHC class I peptide-loading complex
P18464	1B51	MHC class I peptide-loading complex
P30685	1B35	MHC class I peptide-loading complex
P13746	1A11	MHC class I peptide-loading complex
P30498	1B78	MHC class I peptide-loading complex
P01892	1A02	MHC class I peptide-loading complex
P30484	1B46	MHC class I peptide-loading complex
P18465	1B57	MHC class I peptide-loading complex
P13747	HLAE	MHC class I peptide-loading complex
Q03518	TAP1	MHC class I peptide-loading complex
Q29960	1C16	MHC class I peptide-loading complex
Q5SRN5	Q5SRN5	MHC class I peptide-loading complex
P01889	1B07	MHC class I peptide-loading complex
Q07000	1C15	MHC class I peptide-loading complex
P61769	B2MG	MHC class I peptide-loading complex
P28065	PSB9	MHC class I peptide-loading complex
P30460	1B08	MHC class I peptide-loading complex
P30510	1C14	MHC class I peptide-loading complex
P30499	1C01	MHC class I peptide-loading complex
P30464	1B15	MHC class I peptide-loading complex
P04439	1A03	MHC class I peptide-loading complex
P30481	1B44	MHC class I peptide-loading complex
P27824	CALX	MHC class I peptide-loading complex
P30101	PDIA3	MHC class I peptide-loading complex
P18462	1A25	MHC class I peptide-loading complex
O15533	TPSN	MHC class I peptide-loading complex
P30508	1C12	MHC class I peptide-loading complex
O15127	SCAM2	Secretory carrier membrane proteins (SCAMPs)
O15126	SCAM1	Secretory carrier membrane proteins (SCAMPs)
Q96T83	SL9A7	Secretory carrier membrane proteins (SCAMPs)
O00161	SNP23	Secretory carrier membrane proteins (SCAMPs)
P00533	EGFR	Secretory carrier membrane proteins (SCAMPs)
Q14164	IKKE	Rab proteins
P61106	RAB14	Rab proteins
O14964	HGS	Rab proteins
P51149	RAB7A	Rab proteins
P62491	RB11A	Rab proteins
Q01970	PLCB3	ezrin-EBP50-EPI64 complex
P35240	MERL	ezrin-EBP50-EPI64 complex
Q92574	TSC1	ezrin-EBP50-EPI64 complex
P15311	EZRI	ezrin-EBP50-EPI64 complex
O14745	NHRF1	ezrin-EBP50-EPI64 complex
Q9BXI6	TB10A	ezrin-EBP50-EPI64 complex
Q12834	CDC20	REV7 hREV3 hMAD2 complex
O60673	DPOLZ	REV7 hREV3 hMAD2 complex
Q13257	MD2L1	REV7 hREV3 hMAD2 complex
Q9UI95	MD2L2	REV7 hREV3 hMAD2 complex
P51116	FXR2	BACE1-RTN4 complex
Q14088	RB33A	BACE1-RTN4 complex
Q9NQC3	RTN4	BACE1-RTN4 complex
Q9Y5P4	C43BP	BACE1-RTN4 complex
Q9H8W4	PKHF2	BACE1-RTN4 complex
O95197	RTN3	BACE1-RTN4 complex
P56817	BACE1	BACE1-RTN4 complex
O15530	PDPK1	BCL10-CARD11-IKBKG-MALT1-PDPK1-PRKCQ complex
Q9BXL7	CAR11	BCL10-CARD11-IKBKG-MALT1-PDPK1-PRKCQ complex
Q9Y6K9	NEMO	BCL10-CARD11-IKBKG-MALT1-PDPK1-PRKCQ complex
Q04759	KPCT	BCL10-CARD11-IKBKG-MALT1-PDPK1-PRKCQ complex
O95999	BCL10	BCL10-CARD11-IKBKG-MALT1-PDPK1-PRKCQ complex
Q9UDY8	MALT1	BCL10-CARD11-IKBKG-MALT1-PDPK1-PRKCQ complex
Q9GZR7	DDX24	DNA polymerase alpha complex
P49643	PRI2	DNA polymerase alpha complex
Q14181	DPOA2	DNA polymerase alpha complex
P09884	DPOLA	DNA polymerase alpha complex
P49642	PRI1	DNA polymerase alpha complex
P35232	PHB	mitochondrial human complex
O75489	NDUS3	mitochondrial human complex
Q16795	NDUA9	mitochondrial human complex
P01106	MYC	mitochondrial human complex
O75306	NDUS2	mitochondrial human complex
P19404	NDUV2	mitochondrial human complex
O60739	EIF1B	EIF1B-MAGEB2-PSTPIP1-RPL18A-RPL26-RPL36 containing complex
P61254	RL26	EIF1B-MAGEB2-PSTPIP1-RPL18A-RPL26-RPL36 containing complex
O15479	MAGB2	EIF1B-MAGEB2-PSTPIP1-RPL18A-RPL26-RPL36 containing complex
Q02543	RL18A	EIF1B-MAGEB2-PSTPIP1-RPL18A-RPL26-RPL36 containing complex
Q96BK5	PINX1	EIF1B-MAGEB2-PSTPIP1-RPL18A-RPL26-RPL36 containing complex
Q9UNX3	RL26L	EIF1B-MAGEB2-PSTPIP1-RPL18A-RPL26-RPL36 containing complex
O43586	PPIP1	EIF1B-MAGEB2-PSTPIP1-RPL18A-RPL26-RPL36 containing complex
Q9Y3U8	RL36	EIF1B-MAGEB2-PSTPIP1-RPL18A-RPL26-RPL36 containing complex
P47914	RL29	EIF1B-MAGEB2-PSTPIP1-RPL18A-RPL26-RPL36 containing complex
P61586	RHOA	ARHGAP1-BNIP2-BNIPL-RHOA containing complex
Q12982	BNIP2	ARHGAP1-BNIP2-BNIPL-RHOA containing complex
Q07960	RHG01	ARHGAP1-BNIP2-BNIPL-RHOA containing complex
Q96AJ9	VTI1A	Early endosomal SNARE complex
O75379	VAMP4	Early endosomal SNARE complex
O43752	STX6	Early endosomal SNARE complex
Q86Y82	STX12	Early endosomal SNARE complex
O76071	CIAO1	CIAO1-FAM96B-MLF2-PTP4A3 containing complex
Q96T76	MMS19	CIAO1-FAM96B-MLF2-PTP4A3 containing complex
Q15773	MLF2	CIAO1-FAM96B-MLF2-PTP4A3 containing complex
O75365	TP4A3	CIAO1-FAM96B-MLF2-PTP4A3 containing complex
Q9Y3D0	MIP18	CIAO1-FAM96B-MLF2-PTP4A3 containing complex
Q9Y5J6	T10B	Small Tim complex
P62072	TIM10	Small Tim complex
Q9Y5J7	TIM9	Small Tim complex
Q9Y584	TIM22	Small Tim complex
Q96FJ2	DYL2	NMDA-R-PSD-95-DAP-neuronal nitric oxide synthase complex
O14490	DLGP1	NMDA-R-PSD-95-DAP-neuronal nitric oxide synthase complex
O14576	DC1I1	NMDA-R-PSD-95-DAP-neuronal nitric oxide synthase complex
P63167	DYL1	NMDA-R-PSD-95-DAP-neuronal nitric oxide synthase complex
Q9NP97	DLRB1	NMDA-R-PSD-95-DAP-neuronal nitric oxide synthase complex
P61073	CXCR4	GTRAP3-18 - CCR5 receptor complex
P51681	CCR5	GTRAP3-18 - CCR5 receptor complex
P35579	MYH9	GTRAP3-18 - CCR5 receptor complex
O60831	PRAF2	GTRAP3-18 - CCR5 receptor complex
O75915	PRAF3	GTRAP3-18 - CCR5 receptor complex
P01903	DRA	alpha-beta TCR/MHCII complex
P01912	2B13	alpha-beta TCR/MHCII complex
P20039	2B1B	alpha-beta TCR/MHCII complex
P04229	2B11	alpha-beta TCR/MHCII complex
Q30134	2B18	alpha-beta TCR/MHCII complex
Q30154	DRB5	alpha-beta TCR/MHCII complex
P36894	BMR1A	Bone morphogenetic protein (BMP) receptor complexes
P12643	BMP2	Bone morphogenetic protein (BMP) receptor complexes
P12644	BMP4	Bone morphogenetic protein (BMP) receptor complexes
Q13873	BMPR2	Bone morphogenetic protein (BMP) receptor complexes
O00238	BMR1B	Bone morphogenetic protein (BMP) receptor complexes
P18075	BMP7	Bone morphogenetic protein (BMP) receptor complexes
O00141	SGK1	CD40-DDX3X-GSK3B-SGK-SMYD2-ZNF512B complex
P25942	TNR5	CD40-DDX3X-GSK3B-SGK-SMYD2-ZNF512B complex
O00571	DDX3X	CD40-DDX3X-GSK3B-SGK-SMYD2-ZNF512B complex
Q96KM6	Z512B	CD40-DDX3X-GSK3B-SGK-SMYD2-ZNF512B complex
Q9NRG4	SMYD2	CD40-DDX3X-GSK3B-SGK-SMYD2-ZNF512B complex
P49841	GSK3B	CD40-DDX3X-GSK3B-SGK-SMYD2-ZNF512B complex
Q15276	RABE1	GGA3-PACS1-CKII complex
P11717	MPRI	GGA3-PACS1-CKII complex
O43493	TGON2	GGA3-PACS1-CKII complex
Q6VY07	PACS1	GGA3-PACS1-CKII complex
Q9NZ52	GGA3	GGA3-PACS1-CKII complex
O43324	MCA3	DARS-EEF1E1-KARS-KARS containing complex
Q13155	AIMP2	DARS-EEF1E1-KARS-KARS containing complex
Q15046	SYK	DARS-EEF1E1-KARS-KARS containing complex
P14868	SYDC	DARS-EEF1E1-KARS-KARS containing complex
Q5T3J3	LRIF1	C1orf103-CDKN2C-NHP2L1-RIF1-UNC119 containing complex
P55769	NH2L1	C1orf103-CDKN2C-NHP2L1-RIF1-UNC119 containing complex
Q13432	U119A	C1orf103-CDKN2C-NHP2L1-RIF1-UNC119 containing complex
P42773	CDN2C	C1orf103-CDKN2C-NHP2L1-RIF1-UNC119 containing complex
Q5UIP0	RIF1	C1orf103-CDKN2C-NHP2L1-RIF1-UNC119 containing complex
P15884	ITF2	BCL9-CTNNB1-PYGO2-TCF4 complex
P35222	CTNB1	BCL9-CTNNB1-PYGO2-TCF4 complex
O00512	BCL9	BCL9-CTNNB1-PYGO2-TCF4 complex
Q9BRQ0	PYGO2	BCL9-CTNNB1-PYGO2-TCF4 complex
Q6P1J9	CDC73	BCL9-CTNNB1-PYGO2-TCF4 complex
Q6VMQ6	MCAF1	MBD-MCAF1-SETDB1 complex
Q9Y6X2	PIAS3	MBD-MCAF1-SETDB1 complex
Q9UIS9	MBD1	MBD-MCAF1-SETDB1 complex
Q15047	SETB1	MBD-MCAF1-SETDB1 complex
O15409	FOXP2	MBD-MCAF1-SETDB1 complex
P62942	FKB1A	PPIA-PPP3CA-PPP3R1 complex, FKBP1A-PPP3CA-PPP3R1 complex
P63098	CANB1	PPIA-PPP3CA-PPP3R1 complex, FKBP1A-PPP3CA-PPP3R1 complex
P62993	GRB2	PPIA-PPP3CA-PPP3R1 complex, FKBP1A-PPP3CA-PPP3R1 complex
P62937	PPIA	PPIA-PPP3CA-PPP3R1 complex, FKBP1A-PPP3CA-PPP3R1 complex
Q08209	PP2BA	PPIA-PPP3CA-PPP3R1 complex, FKBP1A-PPP3CA-PPP3R1 complex
P38398	BRCA1	BRCA1-CCDC98-RAD51-RBBP8-UIMC1-XRCC2 complex
Q06609	RAD51	BRCA1-CCDC98-RAD51-RBBP8-UIMC1-XRCC2 complex
Q99708	COM1	BRCA1-CCDC98-RAD51-RBBP8-UIMC1-XRCC2 complex
Q96RL1	UIMC1	BRCA1-CCDC98-RAD51-RBBP8-UIMC1-XRCC2 complex
O43543	XRCC2	BRCA1-CCDC98-RAD51-RBBP8-UIMC1-XRCC2 complex
Q6UWZ7	F175A	BRCA1-CCDC98-RAD51-RBBP8-UIMC1-XRCC2 complex
P68431	H31	ASF1A-ASF1B-CHAF1A-CHAF1B-HIRA-HIST1H2BN complex
Q13111	CAF1A	ASF1A-ASF1B-CHAF1A-CHAF1B-HIRA-HIST1H2BN complex
Q9NVP2	ASF1B	ASF1A-ASF1B-CHAF1A-CHAF1B-HIRA-HIST1H2BN complex
P54198	HIRA	ASF1A-ASF1B-CHAF1A-CHAF1B-HIRA-HIST1H2BN complex
Q13112	CAF1B	ASF1A-ASF1B-CHAF1A-CHAF1B-HIRA-HIST1H2BN complex
Q71DI3	H32	ASF1A-ASF1B-CHAF1A-CHAF1B-HIRA-HIST1H2BN complex
O75554	WBP4	SF3a complex
Q15428	SF3A2	SF3a complex
Q15459	SF3A1	SF3a complex
Q12874	SF3A3	SF3a complex
P09661	RU2A	SF3a complex
O75940	SPF30	SF3a complex
P49917	DNLI4	C2orf13-LIG4-NHEJ1-PNKP-XRCC4 complex
Q96T60	PNKP	C2orf13-LIG4-NHEJ1-PNKP-XRCC4 complex
Q13426	XRCC4	C2orf13-LIG4-NHEJ1-PNKP-XRCC4 complex
Q9H9Q4	NHEJ1	C2orf13-LIG4-NHEJ1-PNKP-XRCC4 complex
Q8IW19	APLF	C2orf13-LIG4-NHEJ1-PNKP-XRCC4 complex
Q13144	EI2BE	Translation initiation factor 2 (eIF2)
P78344	IF4G2	Translation initiation factor 2 (eIF2)
P41091	IF2G	Translation initiation factor 2 (eIF2)
P20042	IF2B	Translation initiation factor 2 (eIF2)
P05198	IF2A	Translation initiation factor 2 (eIF2)
O75376	NCOR1	BCL6-HDAC1-HDAC4-HDAC5-MEF2A-ZBTB16-RUNX1T1-NCOR1 complex
Q13547	HDAC1	BCL6-HDAC1-HDAC4-HDAC5-MEF2A-ZBTB16-RUNX1T1-NCOR1 complex
P56524	HDAC4	BCL6-HDAC1-HDAC4-HDAC5-MEF2A-ZBTB16-RUNX1T1-NCOR1 complex
Q9UKV0	HDAC9	BCL6-HDAC1-HDAC4-HDAC5-MEF2A-ZBTB16-RUNX1T1-NCOR1 complex
Q9UQL6	HDAC5	BCL6-HDAC1-HDAC4-HDAC5-MEF2A-ZBTB16-RUNX1T1-NCOR1 complex
Q02078	MEF2A	BCL6-HDAC1-HDAC4-HDAC5-MEF2A-ZBTB16-RUNX1T1-NCOR1 complex
Q06455	MTG8	BCL6-HDAC1-HDAC4-HDAC5-MEF2A-ZBTB16-RUNX1T1-NCOR1 complex
Q05516	ZBT16	BCL6-HDAC1-HDAC4-HDAC5-MEF2A-ZBTB16-RUNX1T1-NCOR1 complex
P41182	BCL6	BCL6-HDAC1-HDAC4-HDAC5-MEF2A-ZBTB16-RUNX1T1-NCOR1 complex
O15379	HDAC3	BCL6-HDAC1-HDAC4-HDAC5-MEF2A-ZBTB16-RUNX1T1-NCOR1 complex
Q7L5D6	GET4	EVI5-FBXO5 complex
P53350	PLK1	EVI5-FBXO5 complex
Q9UKT4	FBX5	EVI5-FBXO5 complex
Q9Y5V3	MAGD1	EVI5-FBXO5 complex
Q05193	DYN1	SNX9 containing complex
P50570	DYN2	SNX9 containing complex
Q15811	ITSN1	SNX9 containing complex
Q9Y5X1	SNX9	SNX9 containing complex
O43426	SYNJ1	SNX9 containing complex
Q99547	MPH6	SNX9 containing complex
Q96CF2	CHM4C	ESCRT-III complex
O43633	CHM2A	ESCRT-III complex
Q96FZ7	CHMP6	ESCRT-III complex
Q7LBR1	CHM1B	ESCRT-III complex
O75351	VPS4B	ESCRT-III complex
Q9BY43	CHM4A	ESCRT-III complex
Q9H444	CHM4B	ESCRT-III complex
Q9HD42	CHM1A	ESCRT-III complex
Q9Y3E7	CHMP3	ESCRT-III complex
Q9UN37	VPS4A	ESCRT-III complex
Q15544	TAF11	PCAF complex
Q9Y6J9	TAF6L	PCAF complex
P49848	TAF6	PCAF complex
O75528	TADA3	PCAF complex
Q9Y4A5	TRRAP	PCAF complex
O94864	ST65G	PCAF complex
Q15543	TAF13	PCAF complex
Q16594	TAF9	PCAF complex
Q92830	KAT2A	PCAF complex
O00268	TAF4	PCAF complex
Q16514	TAF12	PCAF complex
O75529	TAF5L	PCAF complex
O75478	TAD2A	PCAF complex
Q12962	TAF10	PCAF complex
O15371	EIF3D	Translation initiation factor 3 (eIF3)
P60842	IF4A1	Translation initiation factor 3 (eIF3)
Q13347	EIF3I	Translation initiation factor 3 (eIF3)
O00303	EIF3F	Translation initiation factor 3 (eIF3)
P23508	CRCM	Translation initiation factor 3 (eIF3)
P55884	EIF3B	Translation initiation factor 3 (eIF3)
P60228	EIF3E	Translation initiation factor 3 (eIF3)
Q14152	EIF3A	Translation initiation factor 3 (eIF3)
O60739	EIF1B	Translation initiation factor 3 (eIF3)
O75821	EIF3G	Translation initiation factor 3 (eIF3)
Q9UBQ5	EIF3K	Translation initiation factor 3 (eIF3)
O15372	EIF3H	Translation initiation factor 3 (eIF3)
O75822	EIF3J	Translation initiation factor 3 (eIF3)
Q92542	NICA	presenilin complex
P40337	VHL	presenilin complex
P49755	TMEDA	presenilin complex
Q15363	TMED2	presenilin complex
P49768	PSN1	presenilin complex
Q9NZ42	PEN2	presenilin complex
O75419	CDC45	CDC45L-CDC7-CDKN2A-MCM10-ORC5L complex
P42771	CDN2A	CDC45L-CDC7-CDKN2A-MCM10-ORC5L complex
Q7L590	MCM10	CDC45L-CDC7-CDKN2A-MCM10-ORC5L complex
O43913	ORC5	CDC45L-CDC7-CDKN2A-MCM10-ORC5L complex
O00311	CDC7	CDC45L-CDC7-CDKN2A-MCM10-ORC5L complex
P63000	RAC1	ELMO1-Dock180-Rac1 complex
P84095	RHOG	ELMO1-Dock180-Rac1 complex
Q92556	ELMO1	ELMO1-Dock180-Rac1 complex
Q6NYC1	JMJD6	ELMO1-Dock180-Rac1 complex
Q14185	DOCK1	ELMO1-Dock180-Rac1 complex
Q92692	PVRL2	Nectin / poliovirus receptor (PVR) / poliovirus receptor-related protein (PRR) family (complex)
Q15223	PVRL1	Nectin / poliovirus receptor (PVR) / poliovirus receptor-related protein (PRR) family (complex)
Q96NY8	PVRL4	Nectin / poliovirus receptor (PVR) / poliovirus receptor-related protein (PRR) family (complex)
Q9NQS3	PVRL3	Nectin / poliovirus receptor (PVR) / poliovirus receptor-related protein (PRR) family (complex)
Q9UIG0	BAZ1B	chromatin remodeling complex
Q9NRL2	BAZ1A	chromatin remodeling complex
O60264	SMCA5	chromatin remodeling complex
Q9UBC5	MYO1A	chromatin remodeling complex
Q7Z3T8	ZFY16	Rab5 effector complex
O60784	TOM1	Rab5 effector complex
P08100	OPSD	Rab5 effector complex
Q15075	EEA1	Rab5 effector complex
P20339	RAB5A	Rab5 effector complex
O95405	ZFYV9	Rab5 effector complex
P61020	RAB5B	Rab5 effector complex
Q8WTW3	COG1	conserved oligomeric Golgi (COG) complex
P83436	COG7	conserved oligomeric Golgi (COG) complex
Q96MW5	COG8	conserved oligomeric Golgi (COG) complex
Q14746	COG2	conserved oligomeric Golgi (COG) complex
Q9H9E3	COG4	conserved oligomeric Golgi (COG) complex
Q8WXW3	PIBF1	conserved oligomeric Golgi (COG) complex
O15344	TRI18	conserved oligomeric Golgi (COG) complex
Q9BZD4	NUF2	Ndc80 complex
O14777	NDC80	Ndc80 complex
P07199	CENPB	Ndc80 complex
Q9HBM1	SPC25	Ndc80 complex
Q8NBT2	SPC24	Ndc80 complex
P08138	TNR16	NgR1/p75 signaling complex
Q9BZR6	RTN4R	NgR1/p75 signaling complex
P01138	NGF	NgR1/p75 signaling complex
P04629	NTRK1	NgR1/p75 signaling complex
Q96FE5	LIGO1	NgR1/p75 signaling complex
P51956	NEK3	hPRLr-Vav2-Nek3 complex
P16471	PRLR	hPRLr-Vav2-Nek3 complex
P52735	VAV2	hPRLr-Vav2-Nek3 complex
P04626	ERBB2	hPRLr-Vav2-Nek3 complex
P49137	MAPK2	LIMK1-MAP2K3-MAPK14-MAPKAPK2-PKN1 complex
Q16539	MK14	LIMK1-MAP2K3-MAPK14-MAPKAPK2-PKN1 complex
Q16512	PKN1	LIMK1-MAP2K3-MAPK14-MAPKAPK2-PKN1 complex
P46734	MP2K3	LIMK1-MAP2K3-MAPK14-MAPKAPK2-PKN1 complex
P53667	LIMK1	LIMK1-MAP2K3-MAPK14-MAPKAPK2-PKN1 complex
Q8IY31	IFT20	AKTIP-C19orf50-EXOC7-EXOC7-IFT20-PRPF19 complex
Q9UPT5	EXOC7	AKTIP-C19orf50-EXOC7-EXOC7-IFT20-PRPF19 complex
Q9BQD3	KXDL1	AKTIP-C19orf50-EXOC7-EXOC7-IFT20-PRPF19 complex
Q9H8T0	AKTIP	AKTIP-C19orf50-EXOC7-EXOC7-IFT20-PRPF19 complex
Q9UMS4	PRP19	AKTIP-C19orf50-EXOC7-EXOC7-IFT20-PRPF19 complex
Q14141	SEPT6	Septin family complex
Q9NVA2	SEP11	Septin family complex
Q16181	SEPT7	Septin family complex
P40337	VHL	Septin family complex
Q92599	SEPT8	Septin family complex
O43236	SEPT4	Septin family complex
Q16665	HIF1A	Septin family complex
Q15019	SEPT2	Septin family complex
Q9Y4K3	TRAF6	Septin family complex
Q99719	SEPT5	Septin family complex
Q8WYJ6	SEPT1	Septin family complex
O75899	GABR2	G-protein-coupled receptor (GPCR) high molecular weight homo- and hetero-oligomeric complex
P28221	5HT1D	G-protein-coupled receptor (GPCR) high molecular weight homo- and hetero-oligomeric complex
Q99500	S1PR3	G-protein-coupled receptor (GPCR) high molecular weight homo- and hetero-oligomeric complex
P08908	5HT1A	G-protein-coupled receptor (GPCR) high molecular weight homo- and hetero-oligomeric complex
P28222	5HT1B	G-protein-coupled receptor (GPCR) high molecular weight homo- and hetero-oligomeric complex
P21453	S1PR1	G-protein-coupled receptor (GPCR) high molecular weight homo- and hetero-oligomeric complex
Q8NDV2	GPR26	G-protein-coupled receptor (GPCR) high molecular weight homo- and hetero-oligomeric complex
Q8N163	CCAR2	KIAA1967-MAGEA6-TH1L-TSSC1-TXN complex
P10599	THIO	KIAA1967-MAGEA6-TH1L-TSSC1-TXN complex
P43360	MAGA6	KIAA1967-MAGEA6-TH1L-TSSC1-TXN complex
Q53HC9	TSSC1	KIAA1967-MAGEA6-TH1L-TSSC1-TXN complex
Q8IXH7	NELFD	KIAA1967-MAGEA6-TH1L-TSSC1-TXN complex
O95379	TFIP8	FNTA-FNTB-PTP4A1-PTP4A2-TNFAIP8 complex
Q12974	TP4A2	FNTA-FNTB-PTP4A1-PTP4A2-TNFAIP8 complex
P49354	FNTA	FNTA-FNTB-PTP4A1-PTP4A2-TNFAIP8 complex
P49356	FNTB	FNTA-FNTB-PTP4A1-PTP4A2-TNFAIP8 complex
Q93096	TP4A1	FNTA-FNTB-PTP4A1-PTP4A2-TNFAIP8 complex
Q9HC24	LFG4	PRMT1-PSPH-TMBIM4-TNFRSF14 containing complex
Q92956	TNR14	PRMT1-PSPH-TMBIM4-TNFRSF14 containing complex
P78330	SERB	PRMT1-PSPH-TMBIM4-TNFRSF14 containing complex
Q99873	ANM1	PRMT1-PSPH-TMBIM4-TNFRSF14 containing complex
P14866	HNRPL	PRMT1-PSPH-TMBIM4-TNFRSF14 containing complex
Q15628	TRADD	RASSF1-TNFRSF1A-MAP1 containing complex
P19438	TNR1A	RASSF1-TNFRSF1A-MAP1 containing complex
Q13158	FADD	RASSF1-TNFRSF1A-MAP1 containing complex
Q96BY2	MOAP1	RASSF1-TNFRSF1A-MAP1 containing complex
O00220	TR10A	RASSF1-TNFRSF1A-MAP1 containing complex
Q9NS23	RASF1	RASSF1-TNFRSF1A-MAP1 containing complex
Q14790	CASP8	CASP8-MAPK1-MAPK3-PEA15-RPS6KA3 complex
P51812	KS6A3	CASP8-MAPK1-MAPK3-PEA15-RPS6KA3 complex
Q15121	PEA15	CASP8-MAPK1-MAPK3-PEA15-RPS6KA3 complex
