id	gene_symbol	complex
YJL072C	PSF2	GINS complex
YOL146W	PSF3	GINS complex
YDL171C	GLT1	glutamate synthase complex (GO)
YAL044C	GCV3	glycine cleavage complex (GO)
YDR019C	GCV1	glycine cleavage complex (GO)
YFL018C	LPD1	glycine cleavage complex (GO)
YMR189W	GCV2	glycine cleavage complex (GO)
YDR437W	GPI19	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex (GO)
YGR216C	GPI1	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex (GO)
YNL038W	GPI15	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex (GO)
YPL076W	GPI2	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex (GO)
YPL096C-A	ERI1	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex (GO)
YPL175W	SPT14	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex (GO)
YER157W	COG3	Golgi transport complex
YGL005C	COG7	Golgi transport complex
YGL223C	COG1	Golgi transport complex
YGR120C	COG2	Golgi transport complex
YML071C	COG8	Golgi transport complex
YNL041C	COG6	Golgi transport complex
YNL051W	COG5	Golgi transport complex
YPR105C	COG4	Golgi transport complex
YDR331W	GPI8	GPI-anchor transamidase complex
YDR434W	GPI17	GPI-anchor transamidase complex
YHR188C	GPI16	GPI-anchor transamidase complex
YLR088W	GAA1	GPI-anchor transamidase complex
YDL099W	BUG1	Grh1-Bug1 complex
YDR517W	GRH1	Grh1-Bug1 complex
YGL097W	SRM1	Gsp1-Prp20 complex
YLR293C	GSP1	Gsp1-Prp20 complex
YOR185C	GSP2	Gsp1-Prp20 complex
YMR192W	GYL1	Gyl1-Gyp5 complex
YPL249C	GYP5	Gyl1-Gyp5 complex
YBR009C	HHF1	HAT-A4 complex
YBR010W	HHT1	HAT-A4 complex
YEL056W	HAT2	HAT-A4 complex
YLL022C	HIF1	HAT-A4 complex
YNL030W	HHF2	HAT-A4 complex
YNL031C	HHT2	HAT-A4 complex
YOL054W	PSH1	HAT-A4 complex
YPL001W	HAT1	HAT-A4 complex
YDR295C	HDA2	HDA complex
YNL021W	HDA1	HDA complex
YPR179C	HDA3	HDA complex
YNL004W	HRB1	heterogeneous nuclear ribonucleoprotein complex (GO)
YNL016W	PUB1	heterogeneous nuclear ribonucleoprotein complex (GO)
YHR005C	GPA1	heterotrimeric G-protein complex
YOR212W	STE4	heterotrimeric G-protein complex
YHR005C	GPA1	heterotrimeric G-protein complex (GO)
YJR086W	STE18	heterotrimeric G-protein complex (GO)
YOR212W	STE4	heterotrimeric G-protein complex (GO)
YER145C	FTR1	high affinity iron permease complex (GO)
YMR058W	FET3	high affinity iron permease complex (GO)
YBL008W	HIR1	HIR complex
YBR215W	HPC2	HIR complex
YJR140C	HIR3	HIR complex
YOR038C	HIR2	HIR complex
YBR098W	MMS4	Holliday junction resolvase complex (GO)
YDR386W	MUS81	Holliday junction resolvase complex (GO)
YAL002W	VPS8	HOPS complex
YDL077C	VAM6	HOPS complex
YDR080W	VPS41	HOPS complex
YLR148W	PEP3	HOPS complex
YLR396C	VPS33	HOPS complex
YMR231W	PEP5	HOPS complex
YPL045W	VPS16	HOPS complex
YDR057W	YOS9	Hrd1 ubiquitin ligase ERAD-L complex
YLR207W	HRD3	Hrd1 ubiquitin ligase ERAD-L complex
YML029W	USA1	Hrd1 ubiquitin ligase ERAD-L complex
YOL013C	HRD1	Hrd1 ubiquitin ligase ERAD-L complex
YCL044C	MGR1	i-AAA complex (GO)
YPR024W	YME1	i-AAA complex (GO)
YLR178C	TFS1	Ic-CPY complex
YMR297W	PRC1	Ic-CPY complex
YDL002C	NHP10	INO80 complex
YDR190C	RVB1	INO80 complex
YER092W	IES5	INO80 complex
YFL013C	IES1	INO80 complex
YFL039C	ACT1	INO80 complex
YGL150C	INO80	INO80 complex
YJL081C	ARP4	INO80 complex
YLR052W	IES3	INO80 complex
YNL059C	ARP5	INO80 complex
YNL215W	IES2	INO80 complex
YOR141C	ARP8	INO80 complex
YPL235W	RVB2	INO80 complex
YBR245C	ISW1	ISW1 complex
YKR001C	VPS1	ISW1 complex
YLR095C	IOC2	ISW1 complex
YMR044W	IOC4	ISW1 complex
YPL082C	MOT1	ISW1 complex
YGL133W	ITC1	Isw2-Itc1 complex
YOR304W	ISW2	Isw2-Itc1 complex
YBL002W	HTB2	Kap114-Nap1 histone complex
YBL003C	HTA2	Kap114-Nap1 histone complex
YGL241W	KAP114	Kap114-Nap1 histone complex
YKR048C	NAP1	Kap114-Nap1 histone complex
YOL012C	HTZ1	Kap114-Nap1 histone complex
YHR102W	KIC1	Kic1-Sog2 complex
YOR353C	SOG2	Kic1-Sog2 complex
YBL063W	KIP1	kinesin complex (GO)
YEL061C	CIN8	kinesin complex (GO)
YGL216W	KIP3	kinesin complex (GO)
YMR198W	CIK1	kinesin complex (GO)
YPL155C	KIP2	kinesin complex (GO)
YPL253C	VIK1	kinesin complex (GO)
YMR106C	YKU80	Ku70:Ku80 complex
YMR284W	YKU70	Ku70:Ku80 complex
YER017C	AFG3	m-AAA complex
YMR089C	YTA12	m-AAA complex
YGL086W	MAD1	Mad1-Mad2 complex
YJL030W	MAD2	Mad1-Mad2 complex
YBR004C	GPI18	mannosyltransferase complex (GO)
YNL158W	PGA1	mannosyltransferase complex (GO)
YDL056W	MBP1	MBF transcription complex
YLR182W	SWI6	MBF transcription complex
YBL023C	MCM2	MCM complex (GO)
YBR202W	MCM7	MCM complex (GO)
YEL032W	MCM3	MCM complex (GO)
YGL201C	MCM6	MCM complex (GO)
YLR274W	MCM5	MCM complex (GO)
YPR019W	MCM4	MCM complex (GO)
YAL010C	MDM10	Mdm10/Mdm12/Mmm1 complex (GO)
YLL006W	MMM1	Mdm10/Mdm12/Mmm1 complex (GO)
YOL009C	MDM12	Mdm10/Mdm12/Mmm1 complex (GO)
YGL105W	ARC1	methionyl glutamyl tRNA synthetase complex
YGL245W	GUS1	methionyl glutamyl tRNA synthetase complex
YGR264C	MES1	methionyl glutamyl tRNA synthetase complex
YAL034W-A	MTW1	MIND complex
YIR010W	DSN1	MIND complex
YJR112W	NNF1	MIND complex
YPL233W	NSL1	MIND complex
YEL059C-A	SOM1	mitochondrial inner membrane peptidase complex (GO)
YMR035W	IMP2	mitochondrial inner membrane peptidase complex (GO)
YMR150C	IMP1	mitochondrial inner membrane peptidase complex (GO)
YGR033C	TIM21	mitochondrial inner membrane presequence translocase complex (GO)
YJL104W	PAM16	mitochondrial inner membrane presequence translocase complex (GO)
YJL143W	TIM17	mitochondrial inner membrane presequence translocase complex (GO)
YLR008C	PAM18	mitochondrial inner membrane presequence translocase complex (GO)
YNR017W	TIM23	mitochondrial inner membrane presequence translocase complex (GO)
YPL063W	TIM50	mitochondrial inner membrane presequence translocase complex (GO)
YBR091C	TIM12	mitochondrial inner membrane protein insertion complex (GO)
YDL217C	TIM22	mitochondrial inner membrane protein insertion complex (GO)
YJL054W	TIM54	mitochondrial inner membrane protein insertion complex (GO)
YOR297C	TIM18	mitochondrial inner membrane protein insertion complex (GO)
YEL020W-A	TIM9	mitochondrial intermembrane space protein transporter complex (GO)
YGR181W	TIM13	mitochondrial intermembrane space protein transporter complex (GO)
YHR005C-A	TIM10	mitochondrial intermembrane space protein transporter complex (GO)
YJR135W-A	TIM8	mitochondrial intermembrane space protein transporter complex (GO)
YNL037C	IDH1	mitochondrial isocitrate dehydrogenase complex (NAD+)
YOR136W	IDH2	mitochondrial isocitrate dehydrogenase complex (NAD+)
YGR082W	TOM20	mitochondrial outer membrane translocase complex (GO)
YKL195W	MIA40	mitochondrial outer membrane translocase complex (GO)
YMR203W	TOM40	mitochondrial outer membrane translocase complex (GO)
YNL070W	TOM7	mitochondrial outer membrane translocase complex (GO)
YNL121C	TOM70	mitochondrial outer membrane translocase complex (GO)
YNL131W	TOM22	mitochondrial outer membrane translocase complex (GO)
YOR045W	TOM6	mitochondrial outer membrane translocase complex (GO)
YPR133W-A	TOM5	mitochondrial outer membrane translocase complex (GO)
YDR148C	KGD2	mitochondrial oxoglutarate dehydrogenase complex
YFL018C	LPD1	mitochondrial oxoglutarate dehydrogenase complex
YFR049W	YMR31	mitochondrial oxoglutarate dehydrogenase complex
YIL125W	KGD1	mitochondrial oxoglutarate dehydrogenase complex
YHR024C	MAS2	mitochondrial processing peptidase complex
YLR163C	MAS1	mitochondrial processing peptidase complex
YBL099W	ATP1	mitochondrial proton-transporting ATP synthase complex
YBR039W	ATP3	mitochondrial proton-transporting ATP synthase complex
YDR298C	ATP5	mitochondrial proton-transporting ATP synthase complex
YKL016C	ATP7	mitochondrial proton-transporting ATP synthase complex
YDL130W-A	STF1	mitochondrial proton-transporting ATP synthase complex (GO)
YDL181W	INH1	mitochondrial proton-transporting ATP synthase complex (GO)
YGR008C	STF2	mitochondrial proton-transporting ATP synthase complex (GO)
Q0080	ATP8	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (GO)"
Q0085	ATP6	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (GO)"
Q0130	OLI1	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (GO)"
YDR322C-A	TIM11	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (GO)"
YDR377W	ATP17	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (GO)"
YLR295C	ATP14	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (GO)"
YML081C-A	ATP18	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (GO)"
YOL077W-A	ATP19	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (GO)"
YPR020W	ATP20	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (GO)"
YBR221C	PDB1	mitochondrial pyruvate dehydrogenase complex
YER178W	PDA1	mitochondrial pyruvate dehydrogenase complex
YGR193C	PDX1	mitochondrial pyruvate dehydrogenase complex
YNL071W	LAT1	mitochondrial pyruvate dehydrogenase complex
YKL148C	SDH1	mitochondrial respiratory chain complex II
YLL041C	SDH2	mitochondrial respiratory chain complex II
YDR178W	SDH4	mitochondrial respiratory chain complex II (GO)
YKL141W	SDH3	mitochondrial respiratory chain complex II (GO)
YKL148C	SDH1	mitochondrial respiratory chain complex II (GO)
YLL041C	SDH2	mitochondrial respiratory chain complex II (GO)
YML091C	RPM2	mitochondrial ribonuclease P complex (GO)
YDL069C	CBS1	mitochondrial ribosome (GO)
YGL068W	MNP1	mitochondrial ribosome (GO)
YKL142W	MRP8	mitochondrial ribosome (GO)
YPL132W	COX11	mitochondrial ribosome (GO)
YBL090W	MRP21	mitochondrial small ribosomal subunit
YBR146W	MRPS9	mitochondrial small ribosomal subunit
YBR251W	MRPS5	mitochondrial small ribosomal subunit
YDL045W-A	MRP10	mitochondrial small ribosomal subunit
YDR036C	EHD3	mitochondrial small ribosomal subunit
YDR041W	RSM10	mitochondrial small ribosomal subunit
YDR175C	RSM24	mitochondrial small ribosomal subunit
YDR337W	MRPS28	mitochondrial small ribosomal subunit
YDR347W	MRP1	mitochondrial small ribosomal subunit
YER050C	RSM18	mitochondrial small ribosomal subunit
YGL129C	RSM23	mitochondrial small ribosomal subunit
YGR084C	MRP13	mitochondrial small ribosomal subunit
YGR165W	MRPS35	mitochondrial small ribosomal subunit
YGR215W	RSM27	mitochondrial small ribosomal subunit
YHL004W	MRP4	mitochondrial small ribosomal subunit
YHR059W	FYV4	mitochondrial small ribosomal subunit
YIL093C	RSM25	mitochondrial small ribosomal subunit
YJR101W	RSM26	mitochondrial small ribosomal subunit
YJR113C	RSM7	mitochondrial small ribosomal subunit
YKL003C	MRP17	mitochondrial small ribosomal subunit
YKL155C	RSM22	mitochondrial small ribosomal subunit
YMR158W	MRPS8	mitochondrial small ribosomal subunit
YMR188C	MRPS17	mitochondrial small ribosomal subunit
YNL081C	SWS2	mitochondrial small ribosomal subunit
YNL137C	NAM9	mitochondrial small ribosomal subunit
YNL306W	MRPS18	mitochondrial small ribosomal subunit
YNR036C	MRPS12	mitochondrial small ribosomal subunit
YNR037C	RSM19	mitochondrial small ribosomal subunit
YOR158W	PET123	mitochondrial small ribosomal subunit
YPL013C	MRPS16	mitochondrial small ribosomal subunit
YPL118W	MRP51	mitochondrial small ribosomal subunit
YAL010C	MDM10	mitochondrial sorting and assembly machinery complex (GO)
YHR083W	SAM35	mitochondrial sorting and assembly machinery complex (GO)
YMR060C	SAM37	mitochondrial sorting and assembly machinery complex (GO)
YNL026W	SAM50	mitochondrial sorting and assembly machinery complex (GO)
YBL038W	MRPL16	mitochondtrial large ribosomal subunit
YBR122C	MRPL36	mitochondtrial large ribosomal subunit
YBR282W	MRPL27	mitochondtrial large ribosomal subunit
YCR046C	IMG1	mitochondtrial large ribosomal subunit
YCR071C	IMG2	mitochondtrial large ribosomal subunit
YDR116C	MRPL1	mitochondtrial large ribosomal subunit
YDR237W	MRPL7	mitochondtrial large ribosomal subunit
YDR296W	MHR1	mitochondtrial large ribosomal subunit
YDR322W	MRPL35	mitochondtrial large ribosomal subunit
YDR405W	MRP20	mitochondtrial large ribosomal subunit
YDR462W	MRPL28	mitochondtrial large ribosomal subunit
YGR076C	MRPL25	mitochondtrial large ribosomal subunit
YGR220C	MRPL9	mitochondtrial large ribosomal subunit
YHR147C	MRPL6	mitochondtrial large ribosomal subunit
YJL063C	MRPL8	mitochondtrial large ribosomal subunit
YKL167C	MRP49	mitochondtrial large ribosomal subunit
YKR006C	MRPL13	mitochondtrial large ribosomal subunit
YKR085C	MRPL20	mitochondtrial large ribosomal subunit
YLR312W-A	MRPL15	mitochondtrial large ribosomal subunit
YLR439W	MRPL4	mitochondtrial large ribosomal subunit
YML009C	MRPL39	mitochondtrial large ribosomal subunit
YML025C	YML6	mitochondtrial large ribosomal subunit
YMR024W	MRPL3	mitochondtrial large ribosomal subunit
YMR098C	ATP25	mitochondtrial large ribosomal subunit
YMR193W	MRPL24	mitochondtrial large ribosomal subunit
YMR225C	MRPL44	mitochondtrial large ribosomal subunit
YNL005C	MRP7	mitochondtrial large ribosomal subunit
YNL177C	MRPL22	mitochondtrial large ribosomal subunit
YNL252C	MRPL17	mitochondtrial large ribosomal subunit
YNL284C	MRPL10	mitochondtrial large ribosomal subunit
YOR150W	MRPL23	mitochondtrial large ribosomal subunit
YPL183W-A	RTC6	mitochondtrial large ribosomal subunit
YPR100W	MRPL51	mitochondtrial large ribosomal subunit
YGL116W	CDC20	mitotic checkpoint complex (GO)
YJL013C	MAD3	mitotic checkpoint complex (GO)
YJL030W	MAD2	mitotic checkpoint complex (GO)
YOR026W	BUB3	mitotic checkpoint complex (GO)
YLR035C	MLH2	Mlh2-Mlh1 heterodimer
YMR167W	MLH1	Mlh2-Mlh1 heterodimer
YCR086W	CSM1	monopolin complex (GO)
YDR439W	LRS4	monopolin complex (GO)
YER106W	MAM1	monopolin complex (GO)
YPL204W	HRR25	monopolin complex (GO)
YDR369C	XRS2	Mre11 complex
YMR224C	MRE11	Mre11 complex
YDR369C	XRS2	Mre11 complex (GO)
YMR224C	MRE11	Mre11 complex (GO)
YNL250W	RAD50	Mre11 complex (GO)
YJL124C	LSM1	mRNA cap complex (GO)
YKL204W	EAP1	mRNA cap complex (GO)
YOR276W	CAF20	mRNA cap complex (GO)
YGL130W	CEG1	mRNA capping enzyme complex
YPL228W	CET1	mRNA capping enzyme complex
YMR167W	MLH1	MutLalpha complex
YNL082W	PMS1	MutLalpha complex
YMR167W	MLH1	MutLbeta complex (GO)
YPL164C	MLH3	MutLbeta complex (GO)
YDR097C	MSH6	MutSalpha complex
YOL090W	MSH2	MutSalpha complex
YCR092C	MSH3	MutSBeta complex
YOL090W	MSH2	MutSBeta complex
YHR023W	MYO1	myosin II complex (GO)
YAL029C	MYO4	myosin V complex (GO)
YOR326W	MYO2	myosin V complex (GO)
YDL044C	MTF2	Nam1-Sls1 complex
YLR139C	SLS1	Nam1-Sls1 complex
YDR252W	BTT1	nascent polypeptide-associated complex
YHR193C	EGD2	nascent polypeptide-associated complex
YPL037C	EGD1	nascent polypeptide-associated complex
YDL040C	NAT1	NatA complex
YHR013C	ARD1	NatA complex
YOR253W	NAT5	NatA complex
YOL076W	MDM20	NatB complex
YPR131C	NAT3	NatB complex
YCR020C-A	MAK31	NatC complex
YEL053C	MAK10	NatC complex
YPR051W	MAK3	NatC complex
YER018C	SPC25	Ndc80 complex
YIL144W	TID3	Ndc80 complex
YMR117C	SPC24	Ndc80 complex
YOL069W	NUF2	Ndc80 complex
YJR052W	RAD7	NEF4 complex
YPL046C	ELC1	NEF4 complex
YDR060W	MAK21	Noc1p-Noc2p complex (GO)
YOR206W	NOC2	Noc1p-Noc2p complex (GO)
YLR002C	NOC3	Noc2p-Noc3p complex (GO)
YOR206W	NOC2	Noc2p-Noc3p complex (GO)
YDL148C	NOP14	Noc4p-Nop14p complex (GO)
YPR144C	NOC4	Noc4p-Nop14p complex (GO)
YLR430W	SEN1	Nrd1-Nab3-Sen1 termination complex
YMR239C	RNT1	Nrd1-Nab3-Sen1 termination complex
YNL251C	NRD1	Nrd1-Nab3-Sen1 termination complex
YPL190C	NAB3	Nrd1-Nab3-Sen1 termination complex
YBL052C	SAS3	NuA3 histone acetyltransferase complex (GO)
YJR082C	EAF6	NuA3 histone acetyltransferase complex (GO)
YOR064C	YNG1	NuA3 histone acetyltransferase complex (GO)
YPL129W	TAF14	NuA3 histone acetyltransferase complex (GO)
YPR031W	NTO1	NuA3 histone acetyltransferase complex (GO)
YDR359C	EAF1	NuA4 histone acetyltransferase complex
YEL018W	EAF5	NuA4 histone acetyltransferase complex
YFL024C	EPL1	NuA4 histone acetyltransferase complex
YFL039C	ACT1	NuA4 histone acetyltransferase complex
YGR002C	SWC4	NuA4 histone acetyltransferase complex
YHR090C	YNG2	NuA4 histone acetyltransferase complex
YJL081C	ARP4	NuA4 histone acetyltransferase complex
YJR082C	EAF6	NuA4 histone acetyltransferase complex
YNL107W	YAF9	NuA4 histone acetyltransferase complex
YNL136W	EAF7	NuA4 histone acetyltransferase complex
YOR244W	ESA1	NuA4 histone acetyltransferase complex
YPR023C	EAF3	NuA4 histone acetyltransferase complex
YMR125W	STO1	nuclear cap binding complex (GO)
YPL178W	CBC2	nuclear cap binding complex (GO)
YDL003W	MCD1	nuclear cohesin complex
YFL008W	SMC1	nuclear cohesin complex
YIL026C	IRR1	nuclear cohesin complex
YJL074C	SMC3	nuclear cohesin complex
YBL097W	BRN1	nuclear condensin complex
YDR325W	YCG1	nuclear condensin complex
YFR031C	SMC2	nuclear condensin complex
YLR086W	SMC4	nuclear condensin complex
YLR272C	YCS4	nuclear condensin complex
YKL186C	MTR2	nuclear RNA export factor complex (GO)
YPL169C	MEX67	nuclear RNA export factor complex (GO)
YFL009W	CDC4	nuclear SCF ubiquitin ligase complex (GO)
YIL046W	MET30	nuclear SCF ubiquitin ligase complex (GO)
YBR275C	RIF1	nuclear telomere cap complex (GO)
YDL042C	SIR2	nuclear telomere cap complex (GO)
YDL220C	CDC13	nuclear telomere cap complex (GO)
YDR082W	STN1	nuclear telomere cap complex (GO)
YDR227W	SIR4	nuclear telomere cap complex (GO)
YGR099W	TEL2	nuclear telomere cap complex (GO)
YLR010C	TEN1	nuclear telomere cap complex (GO)
YLR150W	STM1	nuclear telomere cap complex (GO)
YLR442C	SIR3	nuclear telomere cap complex (GO)
YLR453C	RIF2	nuclear telomere cap complex (GO)
YNL216W	RAP1	nuclear telomere cap complex (GO)
YER126C	NSA2	"nucleolar preribosome, large subunit precursor (GO)"
YGR103W	NOP7	"nucleolar preribosome, large subunit precursor (GO)"
YLR022C	SDO1	"nucleolar preribosome, large subunit precursor (GO)"
YLR221C	RSA3	"nucleolar preribosome, large subunit precursor (GO)"
YNR038W	DBP6	"nucleolar preribosome, large subunit precursor (GO)"
YPL093W	NOG1	"nucleolar preribosome, large subunit precursor (GO)"
YBR247C	ENP1	"nucleolar preribosome, small subunit precursor (GO)"
YGR081C	SLX9	"nucleolar preribosome, small subunit precursor (GO)"
YJL010C	NOP9	"nucleolar preribosome, small subunit precursor (GO)"
YKL143W	LTV1	"nucleolar preribosome, small subunit precursor (GO)"
YNL178W	RPS3	"nucleolar preribosome, small subunit precursor (GO)"
YFR002W	NIC96	nucleoporin Nsp1 subcomplex
YGL172W	NUP49	nucleoporin Nsp1 subcomplex
YGR119C	NUP57	nucleoporin Nsp1 subcomplex
YJL041W	NSP1	nucleoporin Nsp1 subcomplex
YER107C	GLE2	nucleoporin Nup82 subcomplex
YIL115C	NUP159	nucleoporin Nup82 subcomplex
YJL041W	NSP1	nucleoporin Nup82 subcomplex
YJL061W	NUP82	nucleoporin Nup82 subcomplex
YMR047C	NUP116	nucleoporin Nup82 subcomplex
YDL116W	NUP84	nucleoporin Nup84 subcomplex
YGL092W	NUP145	nucleoporin Nup84 subcomplex
YGL100W	SEH1	nucleoporin Nup84 subcomplex
YJR042W	NUP85	nucleoporin Nup84 subcomplex
YKL057C	NUP120	nucleoporin Nup84 subcomplex
YLR208W	SEC13	nucleoporin Nup84 subcomplex
YAL027W	SAW1	nucleotide-excision repair factor 1 complex
YML095C	RAD10	nucleotide-excision repair factor 1 complex
YPL022W	RAD1	nucleotide-excision repair factor 1 complex
YML095C	RAD10	nucleotide-excision repair factor 1 complex (GO)
YMR201C	RAD14	nucleotide-excision repair factor 1 complex (GO)
YPL022W	RAD1	nucleotide-excision repair factor 1 complex (GO)
YEL037C	RAD23	nucleotide-excision repair factor 2 complex
YER162C	RAD4	nucleotide-excision repair factor 2 complex
YDR460W	TFB3	nucleotide-excision repair factor 3 complex (GO)
YGR258C	RAD2	nucleotide-excision repair factor 3 complex (GO)
YBR114W	RAD16	nucleotide-excision repair factor 4 complex (GO)
YJR052W	RAD7	nucleotide-excision repair factor 4 complex (GO)
YKL112W	ABF1	nucleotide-excision repair factor 4 complex (GO)
YPL046C	ELC1	nucleotide-excision repair factor 4 complex (GO)
YAR002W	NUP60	Nup60-Nup2 nuclear pore complex
YLR335W	NUP2	Nup60-Nup2 nuclear pore complex
YLR347C	KAP95	Nup60-Nup2 nuclear pore complex
YDL232W	OST4	oligosaccharyl transferase complex (GO)
YEL002C	WBP1	oligosaccharyl transferase complex (GO)
YGL022W	STT3	oligosaccharyl transferase complex (GO)
YGL226C-A	OST5	oligosaccharyl transferase complex (GO)
YJL002C	OST1	oligosaccharyl transferase complex (GO)
YML019W	OST6	oligosaccharyl transferase complex (GO)
YMR149W	SWP1	oligosaccharyl transferase complex (GO)
YOR085W	OST3	oligosaccharyl transferase complex (GO)
YOR103C	OST2	oligosaccharyl transferase complex (GO)
YBR060C	ORC2	origin recognition complex
YHR118C	ORC6	origin recognition complex
YLL004W	ORC3	origin recognition complex
YML065W	ORC1	origin recognition complex
YNL261W	ORC5	origin recognition complex
YPR162C	ORC4	origin recognition complex
YLR246W	ERF2	palmitoyltransferase complex (GO)
YOL110W	SHR5	palmitoyltransferase complex (GO)
YGL094C	PAN2	PAN complex
YKL025C	PAN3	PAN complex
YIR006C	PAN1	Pan1-End3 complex
YNL084C	END3	Pan1-End3 complex
YBR173C	UMP1	Pba1-Pba2 complex
YKL206C	ADD66	Pba1-Pba2 complex
YLR199C	PBA1	Pba1-Pba2 complex
YIL050W	PCL7	Pcl7-Pho85 CDK-cyclin complex
YPL031C	PHO85	Pcl7-Pho85 CDK-cyclin complex
YBR088C	POL30	PCNA complex (GO)
YFL022C	FRS2	phenylalanine-tRNA ligase complex
YLR060W	FRS1	phenylalanine-tRNA ligase complex
YGR233C	PHO81	Pho80-Pho81-Pho85 CDK-cyclin complex
YOL001W	PHO80	Pho80-Pho81-Pho85 CDK-cyclin complex
YPL031C	PHO85	Pho80-Pho81-Pho85 CDK-cyclin complex
YBR097W	VPS15	phosphatidylinositol 3-kinase complex II
YLR240W	VPS34	phosphatidylinositol 3-kinase complex II
YLR360W	VPS38	phosphatidylinositol 3-kinase complex II
YPL120W	VPS30	phosphatidylinositol 3-kinase complex II
YGR254W	ENO1	phosphopyruvate hydratase complex (GO)
YHR174W	ENO2	phosphopyruvate hydratase complex (GO)
YER149C	PEA2	polarisome
YLL021W	SPA2	polarisome
YEL003W	GIM4	prefoldin complex
YGR078C	PAC10	prefoldin complex
YJL179W	PFD1	prefoldin complex
YLR200W	YKE2	prefoldin complex
YML094W	GIM5	prefoldin complex
YNL153C	GIM3	prefoldin complex
YDL166C	FAP7	preribosome (GO)
YOR056C	NOB1	preribosome (GO)
YBR142W	MAK5	"preribosome, large subunit precursor"
YCL054W	SPB1	"preribosome, large subunit precursor"
YDL031W	DBP10	"preribosome, large subunit precursor"
YDR087C	RRP1	"preribosome, large subunit precursor"
YDR496C	PUF6	"preribosome, large subunit precursor"
YER006W	NUG1	"preribosome, large subunit precursor"
YFL002C	SPB4	"preribosome, large subunit precursor"
YGL111W	NSA1	"preribosome, large subunit precursor"
YGR103W	NOP7	"preribosome, large subunit precursor"
YHR052W	CIC1	"preribosome, large subunit precursor"
YHR088W	RPF1	"preribosome, large subunit precursor"
YKL009W	MRT4	"preribosome, large subunit precursor"
YKL172W	EBP2	"preribosome, large subunit precursor"
YKR081C	RPF2	"preribosome, large subunit precursor"
YLL008W	DRS1	"preribosome, large subunit precursor"
YLL034C	RIX7	"preribosome, large subunit precursor"
YLR002C	NOC3	"preribosome, large subunit precursor"
YLR449W	FPR4	"preribosome, large subunit precursor"
YMR049C	ERB1	"preribosome, large subunit precursor"
YMR229C	RRP5	"preribosome, large subunit precursor"
YMR290C	HAS1	"preribosome, large subunit precursor"
YNL002C	RLP7	"preribosome, large subunit precursor"
YNL061W	NOP2	"preribosome, large subunit precursor"
YNL110C	NOP15	"preribosome, large subunit precursor"
YOL077C	BRX1	"preribosome, large subunit precursor"
YOR206W	NOC2	"preribosome, large subunit precursor"
YOR272W	YTM1	"preribosome, large subunit precursor"
YPL093W	NOG1	"preribosome, large subunit precursor"
YPL211W	NIP7	"preribosome, large subunit precursor"
YPR016C	TIF6	"preribosome, large subunit precursor"
YGR132C	PHB1	prohibitin complex
YGR231C	PHB2	prohibitin complex
YBR082C	UBC4	proteasome complex (GO)
YDR059C	UBC5	proteasome complex (GO)
YDR069C	DOA4	proteasome complex (GO)
YDR177W	UBC1	proteasome complex (GO)
YEL037C	RAD23	proteasome complex (GO)
YGL058W	RAD6	proteasome complex (GO)
YGR184C	UBR1	proteasome complex (GO)
YHL030W	ECM29	proteasome complex (GO)
YHR052W	CIC1	proteasome complex (GO)
YBL041W	PRE7	proteasome core complex
YER012W	PRE1	proteasome core complex
YER094C	PUP3	proteasome core complex
YFL007W	BLM10	proteasome core complex
YFR050C	PRE4	proteasome core complex
YGL011C	SCL1	proteasome core complex
YGR135W	PRE9	proteasome core complex
YGR253C	PUP2	proteasome core complex
YJL001W	PRE3	proteasome core complex
YML092C	PRE8	proteasome core complex
YMR314W	PRE5	proteasome core complex
YOL038W	PRE6	proteasome core complex
YOR157C	PUP1	proteasome core complex
YOR362C	PRE10	proteasome core complex
YPR103W	PRE2	proteasome core complex
YFL007W	BLM10	proteasome core complex (GO)
YDL007W	RPT2	proteasome regulatory particle
YDL097C	RPN6	proteasome regulatory particle
YDL147W	RPN5	proteasome regulatory particle
YDR363W-A	SEM1	proteasome regulatory particle
YDR394W	RPT3	proteasome regulatory particle
YDR427W	RPN9	proteasome regulatory particle
YER021W	RPN3	proteasome regulatory particle
YFR004W	RPN11	proteasome regulatory particle
YFR010W	UBP6	proteasome regulatory particle
YFR052W	RPN12	proteasome regulatory particle
YGL048C	RPT6	proteasome regulatory particle
YGR232W	NAS6	proteasome regulatory particle
